tournament,date,home_team,away_team,home_score,away_score,p_home,p_draw,p_away,lam_home,lam_away,w_ens
WC 2006,2006-06-21,Ivory Coast,Serbia,3,2,0.36524140815479667,0.30679806347870425,0.32796052836649914,1.1410168423249096,1.0695675155002684,0.5
WC 2006,2006-06-22,Japan,Brazil,1,4,0.17525785336191635,0.24791828107439778,0.5768238655636859,0.8709454358259021,1.7515476633184557,0.5
WC 2006,2006-06-22,Ghana,United States,2,1,0.20978087739729423,0.29813252728521117,0.4920865953174946,0.8053066870389691,1.3637194845243799,0.5
WC 2006,2006-06-22,Czech Republic,Italy,0,2,0.3830692241678041,0.30325948527114577,0.31367129056105014,1.1984246390726416,1.0536824389533437,0.5
WC 2006,2006-06-22,Croatia,Australia,2,2,0.23627325205247524,0.27242318590354153,0.49130356204398357,0.9875150165369126,1.5294033796363382,0.5
WC 2006,2006-06-23,Saudi Arabia,Spain,0,1,0.13283451213072187,0.2423733886253883,0.62479209924389,0.6746618621250209,1.7598972757278837,0.5
WC 2006,2006-06-23,Switzerland,South Korea,2,0,0.30268461732448526,0.31222852126864065,0.38508686140687415,0.9948330490630398,1.1516671508432308,0.5
WC 2006,2006-06-23,Togo,France,0,2,0.09090785651158026,0.21241408621016372,0.6966780572782562,0.5554872673469997,1.9341684373647208,0.5
WC 2006,2006-06-23,Ukraine,Tunisia,1,0,0.33224437919451555,0.3333327341969588,0.3344228866085258,0.9850486732569409,0.9648014548720918,0.5
WC 2006,2006-06-24,Argentina,Mexico,2,1,0.4093257867851271,0.2795278865472496,0.3111463266676232,1.3947705332952804,1.1901330433826454,0.5
WC 2006,2006-06-24,Germany,Sweden,2,0,0.5615522096104573,0.2348922498485624,0.20355554054098024,1.9184423199362937,1.0873499365509085,0.5
WC 2006,2006-06-25,England,Ecuador,1,0,0.578274080817291,0.25345950339718915,0.1682664157855197,1.710213725253302,0.7982556467438928,0.5
WC 2006,2006-06-25,Portugal,Netherlands,1,0,0.34612535135199235,0.3071472579709253,0.3467273906770826,1.1328355335091937,1.1107948730760464,0.5
WC 2006,2006-06-26,Switzerland,Ukraine,0,0,0.31033191729722254,0.3158799988775909,0.3737880838251867,0.9892163181335444,1.1402267447449577,0.5
WC 2006,2006-06-26,Italy,Australia,1,0,0.3288720771636746,0.2972364051400623,0.37389151769626316,1.1175716808435983,1.2149157512601663,0.5
WC 2006,2006-06-27,Spain,France,1,3,0.32169316134608594,0.3218356046990803,0.35647123395483393,1.010410252586671,1.060488756006752,0.5
WC 2006,2006-06-27,Brazil,Ghana,3,0,0.7006387618764164,0.1973591411364514,0.1020020969871323,2.1353407680308933,0.6923557776984983,0.5
WC 2006,2006-06-30,Germany,Argentina,1,1,0.4958361209371808,0.23801939919883464,0.2661444798639845,1.879930538005481,1.3603647040181068,0.5
WC 2006,2006-06-30,Italy,Ukraine,3,0,0.4172604096721373,0.3287164043482076,0.25402318597965523,1.1116806447078682,0.8524272462460658,0.5
WC 2006,2006-07-01,Brazil,France,0,1,0.4140893123036804,0.30041098335452265,0.28549970434179694,1.272734836464342,1.006364756843062,0.5
WC 2006,2006-07-01,England,Portugal,0,0,0.33799797150779626,0.29193451862766706,0.3700675098645366,1.1768688890403276,1.2493822219085375,0.5
WC 2006,2006-07-04,Germany,Italy,0,2,0.4363414110834552,0.266634611825535,0.29702397709100964,1.5358972233017663,1.2191319904072357,0.5
WC 2006,2006-07-05,Portugal,France,0,1,0.31280759088778065,0.3113848743056563,0.37580753480656315,1.0462396805861651,1.1433497528256693,0.5
WC 2006,2006-07-08,Germany,Portugal,3,1,0.41514252455330036,0.25950487764057334,0.32535259780612635,1.6009190597222338,1.3734820844334388,0.5
WC 2006,2006-07-09,Italy,France,1,1,0.27442237324127955,0.3216855966309589,0.40389203012776154,0.9023109205225437,1.1460219857166662,0.5
EURO 2008,2008-06-07,Switzerland,Czech Republic,0,1,0.29607787720276557,0.26930528554716193,0.43461683725007283,1.18651841569117,1.4988010132965492,1.0
EURO 2008,2008-06-07,Portugal,Turkey,2,0,0.4348506399936866,0.2927276717401477,0.27242168826616575,1.31278072580709,0.9716845143735555,1.0
EURO 2008,2008-06-08,Germany,Poland,2,0,0.5351351288308516,0.2495837035275927,0.21528116764155592,1.7168110173304338,1.0258870176917332,1.0
EURO 2008,2008-06-08,Austria,Croatia,0,1,0.26726241248872973,0.2603379792908278,0.47239960822044263,1.1337054261955304,1.598679944869978,1.0
EURO 2008,2008-06-09,Romania,France,0,0,0.23922933814392985,0.3554899469961066,0.40528071485996353,0.6720357317615179,0.9748332177890939,1.0
EURO 2008,2008-06-09,Netherlands,Italy,3,0,0.3602684048924548,0.3527471346929687,0.28698446041457665,0.9477620061196437,0.7848378162250329,1.0
EURO 2008,2008-06-10,Greece,Sweden,0,2,0.27708336268250167,0.34415972879493734,0.378756908522561,0.8014573530142205,0.9855361129577249,1.0
EURO 2008,2008-06-10,Spain,Russia,4,1,0.509857211198836,0.3005027252724766,0.18964006352868742,1.320635742678606,0.7052942995730619,1.0
EURO 2008,2008-06-11,Czech Republic,Portugal,1,3,0.37949333446225697,0.3025565095782974,0.3179501559594454,1.1689778240040043,1.0592314239569323,1.0
EURO 2008,2008-06-11,Switzerland,Turkey,1,2,0.4188202242284188,0.268149864466642,0.3130299113049392,1.4705365340425032,1.2458420552062257,1.0
EURO 2008,2008-06-12,Croatia,Germany,2,1,0.2679351747775329,0.2754766172787477,0.4565882079437192,1.0561447974925828,1.4575940915593162,1.0
EURO 2008,2008-06-12,Austria,Poland,1,1,0.3306719204554195,0.2584692856630214,0.4108587938815591,1.3353223489110004,1.5528789279462074,1.0
EURO 2008,2008-06-13,Italy,Romania,1,1,0.3486420764181702,0.33832765926359637,0.3130302643182333,0.9619422433571323,0.8985303684425617,1.0
EURO 2008,2008-06-13,Netherlands,France,4,1,0.2788069126854093,0.3813581182504702,0.3398349690641205,0.7088574361959302,0.7953554167276208,1.0
